Src	Eqid	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
ak	10075589	2	"Saturday, August 28, 2010 09:00:50 UTC"	58.9669	-152.7982	1.5	66.2	14	"Kodiak Island region, Alaska"
uw	8280837	1	"Saturday, August 28, 2010 08:37:55 UTC"	46.6558	-122.3081	1.3	17.7	16	Washington
ci	10787829	4	"Saturday, August 28, 2010 08:01:18 UTC"	32.2238	-115.363	2.2	10	10	"Baja California, Mexico"
ci	10787821	4	"Saturday, August 28, 2010 07:58:25 UTC"	33.2182	-115.6388	1.4	3	34	Southern California
ci	10787813	4	"Saturday, August 28, 2010 07:42:30 UTC"	33.9552	-116.7528	1.1	16	44	Southern California
us	2010amam	6	"Saturday, August 28, 2010 07:26:48 UTC"	4.0963	127.0603	4.8	40.2	24	"Kepulauan Talaud, Indonesia"
ci	10787805	2	"Saturday, August 28, 2010 07:02:12 UTC"	32.2143	-115.28	2.6	10	11	"Baja California, Mexico"
ak	10074692	2	"Saturday, August 28, 2010 06:57:38 UTC"	61.2051	-147.0067	1.6	0	8	Southern Alaska
nc	71447590	3	"Saturday, August 28, 2010 06:36:37 UTC"	36.5857	-121.1837	2.4	5.5	65	Central California
nc	71447585	4	"Saturday, August 28, 2010 06:23:49 UTC"	39.5583	-123.3837	1.9	6.2	25	Northern California
ak	10074691	2	"Saturday, August 28, 2010 06:23:48 UTC"	52.6198	-169.3569	2.4	5.9	13	"Fox Islands, Aleutian Islands, Alaska"
ci	10787789	4	"Saturday, August 28, 2010 06:12:21 UTC"	32.3457	-115.5615	2.1	5.8	15	"Baja California, Mexico"
ak	10075585	2	"Saturday, August 28, 2010 06:07:11 UTC"	59.841	-152.1329	1.5	70.4	9	Southern Alaska
ak	10074690	2	"Saturday, August 28, 2010 05:57:48 UTC"	61.8478	-149.1961	1	10.3	12	Southern Alaska
nm	hnw0828a	B	"Saturday, August 28, 2010 05:49:38 UTC"	36.4561	-89.5248	1.9	7.8	32	Tennessee
nc	71447560	1	"Saturday, August 28, 2010 05:49:15 UTC"	38.8182	-122.7942	1.6	2.8	26	Northern California
uu	8280547	2	"Saturday, August 28, 2010 05:47:50 UTC"	37.6322	-113.2108	2.5	3.1	24	Utah
ci	10787773	4	"Saturday, August 28, 2010 05:26:18 UTC"	33.9977	-117.1382	1.2	11.3	31	"Greater Los Angeles area, California"
ak	10074689	2	"Saturday, August 28, 2010 05:09:22 UTC"	61.5488	-146.3379	1	32.8	11	Southern Alaska
ci	10787765	4	"Saturday, August 28, 2010 05:00:47 UTC"	33.9815	-117.2288	1.2	11.6	63	"Greater Los Angeles area, California"
ak	10075582	2	"Saturday, August 28, 2010 04:30:56 UTC"	52.6071	-169.4771	2.1	3.1	11	"Fox Islands, Aleutian Islands, Alaska"
ci	10787757	4	"Saturday, August 28, 2010 04:20:49 UTC"	35.165	-118.6163	1.3	9.5	17	Central California
ak	10075581	2	"Saturday, August 28, 2010 04:15:27 UTC"	61.407	-149.9482	1.3	51.8	13	Southern Alaska
ak	10074688	2	"Saturday, August 28, 2010 04:10:41 UTC"	52.7552	-169.1118	2.5	4	15	"Fox Islands, Aleutian Islands, Alaska"
ci	10787749	2	"Saturday, August 28, 2010 04:06:36 UTC"	34.582	-116.5885	1.3	11.9	18	Southern California
uw	8280352	1	"Saturday, August 28, 2010 03:52:18 UTC"	45.3576	-121.7673	1.6	6	18	"Mount Hood area, Oregon"
nc	71447535	4	"Saturday, August 28, 2010 03:49:24 UTC"	35.8968	-119.9032	1.6	11.3	22	Central California
nc	71447530	2	"Saturday, August 28, 2010 03:15:02 UTC"	39.2207	-123.2848	1.8	3.1	14	Northern California
ak	10074680	2	"Saturday, August 28, 2010 03:02:49 UTC"	59.0769	-153.0888	3.4	75.5	89	Southern Alaska
ak	10075578	2	"Saturday, August 28, 2010 02:59:28 UTC"	51.1685	-178.4569	2.2	29.4	14	"Andreanof Islands, Aleutian Islands, Alaska"
ci	10787741	2	"Saturday, August 28, 2010 02:41:10 UTC"	36.1142	-117.7857	1	10.4	21	Central California
ak	10075577	2	"Saturday, August 28, 2010 02:39:44 UTC"	52.5792	-169.1259	2.1	13.4	9	"Fox Islands, Aleutian Islands, Alaska"
ak	10075576	2	"Saturday, August 28, 2010 02:27:35 UTC"	52.5975	-169.6496	2.3	4.8	13	"Fox Islands, Aleutian Islands, Alaska"
ci	10787733	6	"Saturday, August 28, 2010 02:19:46 UTC"	33.1663	-115.6737	1.2	0.7	11	Southern California
nc	71447520	2	"Saturday, August 28, 2010 02:12:28 UTC"	40.7547	-122.1408	1.2	7.5	8	Northern California
ak	10074679	2	"Saturday, August 28, 2010 02:10:19 UTC"	59.325	-153.2482	1.9	113.6	16	Southern Alaska
ak	10075574	2	"Saturday, August 28, 2010 02:00:09 UTC"	52.5491	-168.9918	1.9	12.6	9	"Fox Islands, Aleutian Islands, Alaska"
ci	10787725	2	"Saturday, August 28, 2010 01:48:04 UTC"	32.55	-115.7055	2.6	10	11	"Baja California, Mexico"
nn	315851	7	"Saturday, August 28, 2010 01:34:45 UTC"	37.264	-115.6673	1.5	0	9	Nevada
us	2010amae	6	"Saturday, August 28, 2010 00:46:59 UTC"	39.4704	54.3863	4.9	29.6	78	Turkmenistan
us	2010amac	6	"Saturday, August 28, 2010 00:29:08 UTC"	35.6818	54.6204	4.8	26.6	51	northern Iran
ak	10074593	2	"Saturday, August 28, 2010 00:18:01 UTC"	52.49	-169.9148	2.9	3.1	11	"Fox Islands, Aleutian Islands, Alaska"
ak	10074592	2	"Saturday, August 28, 2010 00:11:10 UTC"	52.5122	-170.1825	3.1	4.9	13	"Fox Islands, Aleutian Islands, Alaska"
ak	10075571	2	"Saturday, August 28, 2010 00:00:29 UTC"	52.7042	-169.4084	2.2	8.6	10	"Fox Islands, Aleutian Islands, Alaska"
ak	10074590	2	"Friday, August 27, 2010 23:57:36 UTC"	61.7857	-150.0679	1.3	7.2	15	Southern Alaska
ak	10075379	2	"Friday, August 27, 2010 23:47:21 UTC"	63.2867	-151.1463	1.9	7.3	22	Central Alaska
nc	71447490	2	"Friday, August 27, 2010 23:33:58 UTC"	36.5627	-121.1177	1	4.8	11	Central California
ak	10074587	2	"Friday, August 27, 2010 23:31:42 UTC"	61.3016	-152.4568	2	0.6	29	Southern Alaska
ak	10075377	2	"Friday, August 27, 2010 23:28:24 UTC"	52.4803	-169.3191	2.2	6.5	11	"Fox Islands, Aleutian Islands, Alaska"
nn	315848	7	"Friday, August 27, 2010 23:22:46 UTC"	37.2593	-115.4677	1.1	0	8	Nevada
ak	10074582	2	"Friday, August 27, 2010 23:14:05 UTC"	60.2728	-152.4054	2.6	89.1	60	Southern Alaska
ci	10787685	2	"Friday, August 27, 2010 23:10:03 UTC"	36.081	-117.8738	1.1	4.6	11	Central California
ak	10075375	2	"Friday, August 27, 2010 23:04:30 UTC"	50.1566	177.2578	3	2.3	15	"Rat Islands, Aleutian Islands, Alaska"
uu	8272302	2	"Friday, August 27, 2010 23:02:33 UTC"	44.3855	-110.8205	1	3.5	9	"Yellowstone National Park, Wyoming"
nc	71447480	2	"Friday, August 27, 2010 22:58:27 UTC"	37.8027	-122.0333	1.1	5.1	10	"San Francisco Bay area, California"
nc	71447475	5	"Friday, August 27, 2010 22:53:49 UTC"	37.6207	-118.8147	1.9	7.4	35	"Long Valley area, California"
ak	10074580	2	"Friday, August 27, 2010 22:38:00 UTC"	60.1663	-147.5298	2.3	6.2	30	Southern Alaska
nc	71447465	2	"Friday, August 27, 2010 22:29:09 UTC"	36.8855	-121.6152	1.4	2.4	20	Central California
ci	10787669	4	"Friday, August 27, 2010 22:19:10 UTC"	33.4652	-116.458	1	12.5	32	Southern California
us	2010alce	7	"Friday, August 27, 2010 22:14:29 UTC"	52.5658	-169.1925	4.7	40.6	116	"Fox Islands, Aleutian Islands, Alaska"
nc	71447455	2	"Friday, August 27, 2010 21:55:20 UTC"	37.5493	-118.867	1.5	5	28	Central California
ak	10075372	2	"Friday, August 27, 2010 21:54:16 UTC"	54.6517	-161.8628	1.9	43.4	9	Alaska Peninsula
ci	10787653	2	"Friday, August 27, 2010 21:50:30 UTC"	32.2108	-115.287	2.1	10	7	"Baja California, Mexico"
ak	10074568	2	"Friday, August 27, 2010 21:37:41 UTC"	52.9105	-166.5076	3.3	36.7	30	"Fox Islands, Aleutian Islands, Alaska"
uw	8272128	1	"Friday, August 27, 2010 21:28:00 UTC"	48.4038	-122.8258	1.7	18	26	"Strait of Juan de Fuca, Washington"
ak	10074566	2	"Friday, August 27, 2010 21:25:11 UTC"	52.6963	-169.3133	2.5	4.8	15	"Fox Islands, Aleutian Islands, Alaska"
ci	10787637	2	"Friday, August 27, 2010 21:06:31 UTC"	34.0208	-117.212	1.3	14.6	14	"Greater Los Angeles area, California"
ci	10787629	4	"Friday, August 27, 2010 20:58:13 UTC"	32.6972	-115.9162	1.2	4.9	14	Southern California
ci	10787613	4	"Friday, August 27, 2010 20:41:59 UTC"	35.7243	-118.0535	1.3	6.2	26	Central California
ak	10074564	2	"Friday, August 27, 2010 20:36:41 UTC"	61.2568	-150.3259	1.3	13	20	Southern Alaska
ak	10074563	2	"Friday, August 27, 2010 20:34:53 UTC"	53.0306	-167.9194	2.4	87.6	14	"Fox Islands, Aleutian Islands, Alaska"
ak	10074562	2	"Friday, August 27, 2010 20:29:35 UTC"	52.6267	-169.3795	2.4	6.9	13	"Fox Islands, Aleutian Islands, Alaska"
ak	10075366	2	"Friday, August 27, 2010 20:29:06 UTC"	60.1984	-153.0685	1.6	136.8	14	Southern Alaska
ak	10074454	2	"Friday, August 27, 2010 19:59:39 UTC"	52.743	-169.3015	2.2	3.4	14	"Fox Islands, Aleutian Islands, Alaska"
ak	10075364	2	"Friday, August 27, 2010 19:44:50 UTC"	58.7474	-154.6593	1.5	130.6	8	Alaska Peninsula
ak	10074452	2	"Friday, August 27, 2010 19:43:29 UTC"	61.2813	-146.6518	1	29.4	10	Southern Alaska
us	2010alby	6	"Friday, August 27, 2010 19:23:48 UTC"	35.4571	54.5497	5.7	10	100	northern Iran
us	2010albv	6	"Friday, August 27, 2010 19:13:02 UTC"	39.6193	54.5594	4.6	10	28	Turkmenistan
ci	10787597	4	"Friday, August 27, 2010 19:05:20 UTC"	32.9967	-116.3452	1.8	9.9	59	Southern California
hv	60175011	1	"Friday, August 27, 2010 19:04:27 UTC"	20.0537	-155.8433	2.4	12.4	12	"Hawaii region, Hawaii"
nc	71447395	3	"Friday, August 27, 2010 19:03:47 UTC"	39.7497	-122.0698	2.7	23.8	50	Northern California
uu	8271848	2	"Friday, August 27, 2010 18:48:02 UTC"	39.0527	-111.3915	1.2	4.3	7	Utah
nn	315836	7	"Friday, August 27, 2010 18:37:17 UTC"	36.2273	-114.993	1.8	0	8	"Las Vegas urban area, Nevada"
ak	10074444	2	"Friday, August 27, 2010 18:34:23 UTC"	60.3823	-152.1695	1.6	84.5	20	Southern Alaska
ci	10787589	2	"Friday, August 27, 2010 18:19:23 UTC"	34.6443	-117.1092	1.5	0	9	Southern California
ak	10074442	2	"Friday, August 27, 2010 18:11:34 UTC"	63.4482	-147.6425	1.3	8.2	11	Central Alaska
ci	10787573	4	"Friday, August 27, 2010 18:02:42 UTC"	32.718	-115.953	1.3	3.7	14	Southern California
nc	71447390	2	"Friday, August 27, 2010 18:01:24 UTC"	37.2055	-122.1133	1.3	11.3	26	Northern California
ci	10787565	4	"Friday, August 27, 2010 18:01:13 UTC"	32.7152	-115.9518	1.3	5.1	19	Southern California
ak	10075359	2	"Friday, August 27, 2010 17:59:35 UTC"	61.5887	-147.884	1.3	20	15	Southern Alaska
nc	71447385	2	"Friday, August 27, 2010 17:54:13 UTC"	36.5653	-121.1583	1.1	3.8	17	Central California
ci	10787549	2	"Friday, August 27, 2010 17:40:04 UTC"	33.2183	-115.633	1.7	2.4	19	Southern California
ci	10787533	4	"Friday, August 27, 2010 17:37:25 UTC"	33.2248	-115.6305	1.5	3.5	20	Southern California
ak	10075358	2	"Friday, August 27, 2010 17:35:10 UTC"	52.7121	-169.2162	2.2	4.7	13	"Fox Islands, Aleutian Islands, Alaska"
ci	10787509	4	"Friday, August 27, 2010 17:32:47 UTC"	33.2238	-115.6298	3.6	2	33	Southern California
ak	10075357	2	"Friday, August 27, 2010 17:29:55 UTC"	52.6721	-169.2115	2.2	3.9	12	"Fox Islands, Aleutian Islands, Alaska"
ak	10074440	2	"Friday, August 27, 2010 17:27:48 UTC"	63.6944	-150.4594	2.1	13.9	18	Central Alaska
nc	71447375	0	"Friday, August 27, 2010 17:26:54 UTC"	38.7877	-122.775	1.3	2.7	16	Northern California
uw	8271717	1	"Friday, August 27, 2010 17:17:47 UTC"	47.1279	-121.8481	1.2	18	14	Washington
nc	71447365	2	"Friday, August 27, 2010 17:12:41 UTC"	37.8027	-122.0338	1.3	6.1	11	"San Francisco Bay area, California"
ak	10075355	2	"Friday, August 27, 2010 17:11:35 UTC"	64.5805	-151.0949	1	10.8	10	Central Alaska
ak	10074438	2	"Friday, August 27, 2010 16:57:04 UTC"	53.157	-174.0374	3.2	19.9	13	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71447350	0	"Friday, August 27, 2010 16:55:13 UTC"	38.8348	-122.7867	1.4	1.5	14	Northern California
ci	10787493	4	"Friday, August 27, 2010 16:47:05 UTC"	32.1138	-115.2428	2.4	10	11	"Baja California, Mexico"
ci	10787485	4	"Friday, August 27, 2010 16:38:18 UTC"	32.258	-115.3578	2.2	10	11	"Baja California, Mexico"
ak	10074437	2	"Friday, August 27, 2010 16:26:57 UTC"	63.4007	-145.8944	1.3	2.2	11	Central Alaska
ak	10075351	2	"Friday, August 27, 2010 16:26:21 UTC"	51.426	-176.0691	1.8	36.6	12	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10074436	2	"Friday, August 27, 2010 16:15:38 UTC"	62.5728	-151.7167	1	13.1	11	Central Alaska
ak	10074434	2	"Friday, August 27, 2010 16:12:18 UTC"	60.6715	-151.8363	1.9	66.5	29	"Kenai Peninsula, Alaska"
nc	71447335	0	"Friday, August 27, 2010 16:08:16 UTC"	38.7872	-122.7733	1.3	0.6	13	Northern California
ak	10074433	2	"Friday, August 27, 2010 15:59:19 UTC"	52.6193	-169.4243	2.8	5.2	12	"Fox Islands, Aleutian Islands, Alaska"
ci	10787469	4	"Friday, August 27, 2010 15:47:53 UTC"	31.9737	-115.1208	2.6	10	7	"Baja California, Mexico"
ak	10075347	2	"Friday, August 27, 2010 15:42:50 UTC"	59.1053	-151.8617	1.6	58.6	8	"Kenai Peninsula, Alaska"
nc	71447320	4	"Friday, August 27, 2010 15:33:19 UTC"	37.457	-118.8445	1.4	8.7	25	Central California
nn	315820	7	"Friday, August 27, 2010 15:29:12 UTC"	36.2219	-114.9746	1.8	0	9	"Las Vegas urban area, Nevada"
ak	10074432	2	"Friday, August 27, 2010 15:26:43 UTC"	59.9557	-141.1903	1.4	3.9	9	Southeastern Alaska
ak	10074431	2	"Friday, August 27, 2010 15:23:27 UTC"	62.4645	-148.4425	1.7	6	27	Central Alaska
nc	71447310	2	"Friday, August 27, 2010 15:18:53 UTC"	37.801	-122.0323	1.6	5.7	7	"San Francisco Bay area, California"
uu	8271518	2	"Friday, August 27, 2010 15:18:18 UTC"	42.043	-111.5148	2.2	0.1	32	southern Idaho
ak	10075344	2	"Friday, August 27, 2010 15:15:07 UTC"	52.0616	-176.1093	1.7	3.9	9	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10074428	2	"Friday, August 27, 2010 15:06:09 UTC"	61.2001	-146.9996	1.4	0	6	Southern Alaska
nc	71447305	2	"Friday, August 27, 2010 15:04:54 UTC"	37.803	-122.0328	1	5.4	10	"San Francisco Bay area, California"
nc	71447295	2	"Friday, August 27, 2010 14:54:48 UTC"	37.8032	-122.031	1.3	5.7	15	"San Francisco Bay area, California"
hv	60174966	1	"Friday, August 27, 2010 14:52:41 UTC"	19.359	-155.5012	2.1	9.3	34	"Island of Hawaii, Hawaii"
ak	10074427	2	"Friday, August 27, 2010 14:50:08 UTC"	51.3358	-178.3045	2.2	42.5	20	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71447290	2	"Friday, August 27, 2010 14:49:41 UTC"	37.8017	-122.0328	1.1	5.7	14	"San Francisco Bay area, California"
ak	10074425	2	"Friday, August 27, 2010 14:42:30 UTC"	60.0952	-141.4707	1.7	0	8	Southern Alaska
nc	71447285	3	"Friday, August 27, 2010 14:40:29 UTC"	37.8015	-122.0318	2.6	7.4	107	"San Francisco Bay area, California"
nc	71447280	0	"Friday, August 27, 2010 14:38:37 UTC"	38.8242	-122.7957	1.8	2.7	22	Northern California
ak	10074424	2	"Friday, August 27, 2010 14:19:18 UTC"	57.4573	-155.4011	2.4	60.8	24	Alaska Peninsula
ak	10075338	2	"Friday, August 27, 2010 14:05:03 UTC"	63.1449	-150.4854	1.2	111.9	12	Central Alaska
ci	10787445	2	"Friday, August 27, 2010 13:22:51 UTC"	32.4025	-115.2275	2.1	6	10	"Baja California, Mexico"
ak	10074421	2	"Friday, August 27, 2010 13:22:44 UTC"	61.2891	-151.4224	1.6	68.1	23	Southern Alaska
uw	8271305	1	"Friday, August 27, 2010 13:05:22 UTC"	46.9495	-121.5591	1.8	8	29	Washington
ci	10787437	4	"Friday, August 27, 2010 13:04:49 UTC"	32.7862	-116.1157	1.3	5.7	33	Southern California
uw	8271304	1	"Friday, August 27, 2010 13:04:42 UTC"	47.3821	-124.056	1.4	26.6	10	"Olympic Peninsula, Washington"
ak	10074420	2	"Friday, August 27, 2010 12:51:27 UTC"	63.2848	-151.0681	1.4	5.8	12	Central Alaska
us	2010ala8	7	"Friday, August 27, 2010 12:32:57 UTC"	52.6658	160.7294	4.7	35.2	92	"off the east coast of the Kamchatka Peninsula, Russia"
ak	10074411	2	"Friday, August 27, 2010 12:26:14 UTC"	60.1793	-152.6231	2.6	94.3	57	Southern Alaska
nc	71447265	2	"Friday, August 27, 2010 12:17:13 UTC"	38.8183	-122.798	1	3.7	38	Northern California
ci	10787421	4	"Friday, August 27, 2010 11:59:25 UTC"	32.5647	-115.6857	1.4	7.5	23	"Baja California, Mexico"
nc	71447260	2	"Friday, August 27, 2010 11:45:21 UTC"	39.3142	-122.8028	1.3	11.7	8	Northern California
nc	71447255	2	"Friday, August 27, 2010 11:44:11 UTC"	39.3098	-122.8023	1.8	10.9	29	Northern California
ak	10074410	2	"Friday, August 27, 2010 11:18:44 UTC"	52.7114	-169.5038	2.5	3.9	12	"Fox Islands, Aleutian Islands, Alaska"
ci	10787413	4	"Friday, August 27, 2010 11:16:43 UTC"	32.609	-115.7697	2.1	4.9	32	"Baja California, Mexico"
ci	10787405	6	"Friday, August 27, 2010 11:13:36 UTC"	32.8723	-117.6558	1.4	6	22	"Gulf of Santa Catalina, California"
ci	10787397	4	"Friday, August 27, 2010 11:04:02 UTC"	32.6088	-115.7645	2.2	5.2	31	"Baja California, Mexico"
ci	10787389	4	"Friday, August 27, 2010 10:56:24 UTC"	35.8918	-117.6933	1.4	4.2	29	Central California
ak	10075332	2	"Friday, August 27, 2010 10:56:15 UTC"	50.8643	174.794	3.5	25	16	south of the Aleutian Islands
mb	10032977	2	"Friday, August 27, 2010 10:52:36 UTC"	44.961	-112.3091	1.1	0.8	12	western Montana
ak	10075331	2	"Friday, August 27, 2010 10:52:21 UTC"	52.1422	-178.9031	2.4	156.4	16	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10075330	2	"Friday, August 27, 2010 10:49:53 UTC"	50.9527	-179.1223	2.2	8.4	12	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71447230	3	"Friday, August 27, 2010 10:46:33 UTC"	38.8137	-122.7933	2.2	3.8	57	Northern California
ci	10787357	4	"Friday, August 27, 2010 10:42:10 UTC"	32.388	-115.4443	2.1	10	16	"Baja California, Mexico"
ak	10074409	2	"Friday, August 27, 2010 10:41:10 UTC"	59.4004	-152.5213	2	85.7	32	Southern Alaska
ak	10075328	2	"Friday, August 27, 2010 10:32:33 UTC"	62.3058	-149.5585	1	12.5	13	Central Alaska
ak	10075327	2	"Friday, August 27, 2010 10:31:38 UTC"	59.7626	-153.1431	1.7	127.5	10	Southern Alaska
uw	8271027	1	"Friday, August 27, 2010 10:27:28 UTC"	46.7176	-119.5661	1.5	0	10	Washington
ak	10074407	2	"Friday, August 27, 2010 10:27:13 UTC"	54.4932	-164.0101	2.5	87.3	16	"Unimak Island region, Alaska"
ak	10075325	2	"Friday, August 27, 2010 10:09:08 UTC"	51.2737	-178.4329	2	31.6	16	"Andreanof Islands, Aleutian Islands, Alaska"
ci	10787333	4	"Friday, August 27, 2010 10:01:02 UTC"	33.2255	-115.6425	3.2	2	62	Southern California
nc	71447225	2	"Friday, August 27, 2010 09:52:51 UTC"	38.5718	-122.425	1.5	4.7	12	Northern California
pr	10239000	0	"Friday, August 27, 2010 09:37:27 UTC"	18.45	-67.4359	2.9	15.1	10	"Mona Passage, Puerto Rico"
ak	10074404	2	"Friday, August 27, 2010 09:15:18 UTC"	52.5902	-169.1429	2.8	4.6	12	"Fox Islands, Aleutian Islands, Alaska"
us	2010alaz	7	"Friday, August 27, 2010 09:10:13 UTC"	-55.5232	-27.9077	5.2	35	11	South Sandwich Islands region
ak	10074402	2	"Friday, August 27, 2010 09:04:07 UTC"	61.296	-152.4087	1.5	0.8	11	Southern Alaska
ak	10075322	2	"Friday, August 27, 2010 08:53:49 UTC"	51.6528	-177.2297	1.5	26.2	9	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71447220	3	"Friday, August 27, 2010 08:51:16 UTC"	36.5972	-121.1977	2	4.8	46	Central California
ak	10075321	2	"Friday, August 27, 2010 08:36:37 UTC"	61.5638	-151.942	1.2	83.1	8	Southern Alaska
ci	10787285	4	"Friday, August 27, 2010 08:22:17 UTC"	32.6655	-115.9473	1.6	6.8	30	Southern California
ci	10787277	4	"Friday, August 27, 2010 08:20:18 UTC"	32.6783	-115.8667	1.2	5	25	Southern California
us	2010ala9	6	"Friday, August 27, 2010 08:03:58 UTC"	-5.9269	152.4676	4.7	39.1	23	"New Britain region, Papua New Guinea"
ak	10075320	2	"Friday, August 27, 2010 08:03:22 UTC"	60.1834	-153.0174	1.8	122.9	24	Southern Alaska
ak	10075319	2	"Friday, August 27, 2010 08:02:40 UTC"	61.4789	-149.9737	1.1	42.9	13	Southern Alaska
ci	10787261	3	"Friday, August 27, 2010 08:01:36 UTC"	32.163	-115.2848	2.2	10	11	"Baja California, Mexico"
nm	hnw0827a	A	"Friday, August 27, 2010 08:01:17 UTC"	35.2718	-92.1913	2.2	1.8	7	Arkansas
ak	10074400	2	"Friday, August 27, 2010 07:46:16 UTC"	52.617	-169.2592	2.7	2.4	11	"Fox Islands, Aleutian Islands, Alaska"
nc	71447200	2	"Friday, August 27, 2010 07:44:32 UTC"	38.7798	-122.7137	1.8	2.5	39	Northern California
ci	10787253	4	"Friday, August 27, 2010 07:44:16 UTC"	32.6912	-115.8135	1.4	5.6	21	Southern California
ak	10075317	2	"Friday, August 27, 2010 07:40:47 UTC"	52.4223	-170.1458	2.6	4.6	12	"Fox Islands, Aleutian Islands, Alaska"
ak	10074399	3	"Friday, August 27, 2010 07:24:59 UTC"	51.8334	-176.0878	1.9	67	9	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10075315	2	"Friday, August 27, 2010 07:21:37 UTC"	62.2285	-149.3104	1.1	64.7	11	Central Alaska
ak	10075314	2	"Friday, August 27, 2010 07:21:32 UTC"	59.2023	-153.488	1.6	102.4	8	Southern Alaska
hv	60174896	1	"Friday, August 27, 2010 07:20:16 UTC"	19.6455	-155.8277	2	7	13	"Island of Hawaii, Hawaii"
nc	71447190	3	"Friday, August 27, 2010 07:15:23 UTC"	38.8153	-122.811	1.6	3.9	47	Northern California
ci	10787237	4	"Friday, August 27, 2010 07:13:22 UTC"	36.0138	-117.7982	1.2	3	29	Central California
nn	315808	7	"Friday, August 27, 2010 07:12:23 UTC"	37.2143	-115.3778	1	2.1	12	Nevada
ci	10787229	4	"Friday, August 27, 2010 07:10:43 UTC"	32.6955	-115.8205	1.3	5.7	27	Southern California
nc	71447185	7	"Friday, August 27, 2010 07:09:40 UTC"	35.996	-119.9767	1.8	17.3	45	Central California
nn	316026	7	"Friday, August 27, 2010 07:06:42 UTC"	37.2507	-115.4487	1.5	3.2	9	Nevada
nn	315806	7	"Friday, August 27, 2010 07:02:53 UTC"	37.2697	-115.471	1.4	0	8	Nevada
nc	71447175	5	"Friday, August 27, 2010 06:43:39 UTC"	35.7533	-120.3023	2.2	8.9	62	Central California
us	2010alat	6	"Friday, August 27, 2010 06:42:22 UTC"	-6.2217	146.4078	5	114.3	39	"eastern New Guinea region, Papua New Guinea"
nc	71447180	5	"Friday, August 27, 2010 06:40:43 UTC"	40.2795	-124.4913	2	19.2	22	offshore Northern California
hv	60174886	3	"Friday, August 27, 2010 06:40:15 UTC"	19.4202	-155.4053	2.8	11.4	42	"Island of Hawaii, Hawaii"
ak	10075313	2	"Friday, August 27, 2010 06:39:34 UTC"	50.1457	-179.8465	2.6	24.8	10	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10074397	2	"Friday, August 27, 2010 06:39:29 UTC"	59.6971	-137.9123	1.6	10.5	8	"British Columbia, Canada"
ci	10787213	4	"Friday, August 27, 2010 06:30:18 UTC"	32.6733	-115.8772	1.5	7.5	29	Southern California
ak	10075311	2	"Friday, August 27, 2010 06:29:12 UTC"	52.6909	-169.4345	2.4	1.2	9	"Fox Islands, Aleutian Islands, Alaska"
ak	10074396	2	"Friday, August 27, 2010 06:28:31 UTC"	61.2765	-147.2097	1.4	10.4	15	Southern Alaska
ak	10074392	3	"Friday, August 27, 2010 06:22:07 UTC"	61.7407	-153.8868	2.9	0	35	Southern Alaska
ak	10074391	2	"Friday, August 27, 2010 06:10:22 UTC"	52.6567	-169.5032	2.5	5.2	12	"Fox Islands, Aleutian Islands, Alaska"
ak	10075307	2	"Friday, August 27, 2010 06:08:18 UTC"	52.6813	-169.4785	2.3	2.8	11	"Fox Islands, Aleutian Islands, Alaska"
ak	10075306	2	"Friday, August 27, 2010 05:55:01 UTC"	52.6823	-169.442	2.3	4.9	9	"Fox Islands, Aleutian Islands, Alaska"
ak	10075305	2	"Friday, August 27, 2010 05:48:19 UTC"	52.6752	-169.4987	2.7	4.9	10	"Fox Islands, Aleutian Islands, Alaska"
ak	10074390	2	"Friday, August 27, 2010 05:47:53 UTC"	52.6654	-169.0383	2.7	4.8	10	"Fox Islands, Aleutian Islands, Alaska"
nc	71447165	3	"Friday, August 27, 2010 05:44:53 UTC"	35.9107	-121.26	1.8	9.3	35	Central California
ak	10075303	2	"Friday, August 27, 2010 05:33:08 UTC"	63.6861	-152.2249	1.2	12.4	9	Central Alaska
ci	10787205	4	"Friday, August 27, 2010 05:31:21 UTC"	34.0575	-117.2538	1.1	17.4	43	"Greater Los Angeles area, California"
ak	10074388	2	"Friday, August 27, 2010 05:27:45 UTC"	50.974	-179.1039	3.5	0.6	26	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10074387	2	"Friday, August 27, 2010 05:03:07 UTC"	52.6881	-169.6017	3	2.4	12	"Fox Islands, Aleutian Islands, Alaska"
ci	10787189	4	"Friday, August 27, 2010 05:02:38 UTC"	32.1582	-115.2105	2.1	10	13	"Baja California, Mexico"
ci	10787173	4	"Friday, August 27, 2010 04:55:04 UTC"	33.1107	-116.2637	1	7.6	32	Southern California
nn	315833	7	"Friday, August 27, 2010 04:51:20 UTC"	37.2648	-115.4691	1.7	0	11	Nevada
nn	315842	7	"Friday, August 27, 2010 04:44:12 UTC"	37.2376	-115.4472	1.4	0	9	Nevada
