tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2012:04:11:10:59:00.00	76.1		g	-43.7	3.026e-07	32	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.530e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2012:04:11:13:03:00.00	78.6		g	-48.3	3.229e-07	33	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.880e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.5	2012:04:12:13:47:00.00	79.2		g	-56.9	3.194e-07	34	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.030e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2012:04:13:09:31:00.00	77.1		g	-39.7	1.827e-07	35	4	u	2.730e+02	SAN	0	0	0	0	8.030e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.6	2012:04:13:12:00:00.00	76.0		g	-40.2	1.102e-07	36	4	u	2.730e+02	SAN	0	0	0	0	8.180e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:16:09:08:00.00	78.9		g	-62.0	2.224e-07	37	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.880e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.5	2012:04:17:09:32:00.00	90.9		g	-72.7	3.416e-07	38	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.180e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:17:11:31:00.00	100.9		g	-82.5	5.248e-07	39	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.330e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:17:13:42:00.00	82.0		g	-64.5	5.154e-08	40	4	u	2.730e+02	SAN	0	0	0	0	8.330e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2012:04:18:08:43:00.00	68.7		g	-44.3	5.954e-09	41	4	u	2.730e+02	SAN	0	0	0	0	8.530e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:18:10:38:00.00	107.4		g	-82.1	2.698e-07	42	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.180e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501d		su109501d:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:18:12:37:00.00	129.4		g	-86.5	6.158e-07	43	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.530e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:03:16:08:41:00.00	187.0		g	-56.5	9.775e-07	1	4	u	2.730e+02	SAN	0	0	0	0	2.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:16:14:01:00.00	188.3		g	-56.8	9.735e-07	2	4	u	2.730e+02	SAN	0	0	0	0	3.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:19:09:18:00.00	187.8		g	-57.0	9.808e-07	3	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	3.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:19:11:19:00.00	187.7		g	-57.4	9.817e-07	4	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	4.230e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.7	2012:03:19:13:17:00.00	188.3		g	-56.7	9.549e-07	5	4	u	2.730e+02	SAN	0	0	0	0	4.230e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:20:10:48:00.00	187.4		g	-56.3	9.417e-07	6	4	u	2.730e+02	SAN	0	0	0	0	4.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:20:12:12:00.00	187.2		g	-56.5	9.497e-07	7	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	3.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2012:03:20:14:08:00.00	189.8		g	-56.9	9.661e-07	8	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	4.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:21:08:59:00.00	189.5		g	-57.0	9.684e-07	9	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	5.230e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:21:10:49:00.00	188.6		g	-56.3	9.357e-07	10	4	u	2.730e+02	SAN	0	0	0	0	5.230e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:21:12:29:00.00	187.8		g	-55.7	9.174e-07	11	4	u	2.730e+02	SAN	0	0	0	0	5.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:21:14:04:00.00	189.7		g	-56.3	9.400e-07	12	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	4.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:22:09:00:00.00	187.6		g	-56.7	9.597e-07	13	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	5.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:22:10:43:00.00	190.3		g	-56.9	9.585e-07	14	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.030e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:22:12:36:00.00	189.8		g	-55.3	9.118e-07	15	4	u	2.730e+02	SAN	0	0	0	0	6.030e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:23:09:01:00.00	189.5		g	-55.3	8.907e-07	16	4	u	2.730e+02	SAN	0	0	0	0	6.330e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:23:10:52:00.00	191.1		g	-56.7	9.301e-07	17	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	5.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:23:12:43:00.00	191.3		g	-56.7	9.362e-07	18	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.330e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:26:12:31:00.00	189.6		g	-57.4	9.336e-07	19	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.630e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:26:14:28:00.00	188.9		g	-55.5	8.652e-07	20	4	u	2.730e+02	SAN	0	0	0	0	6.630e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:27:09:12:00.00	191.1		g	-55.0	8.298e-07	21	4	u	2.730e+02	SAN	0	0	0	0	6.930e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2012:03:27:11:35:00.00	192.2		g	-56.8	8.790e-07	22	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.330e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2012:03:27:13:35:00.00	188.5		g	-57.6	8.884e-07	23	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.930e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2012:03:29:08:05:00.00	191.9		g	-58.2	8.743e-07	24	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.230e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:03:29:12:17:00.00	193.0		g	-55.4	7.744e-07	25	4	u	2.730e+02	SAN	0	0	0	0	7.230e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:04:08:38:00.00	190.6		g	-55.0	7.024e-07	26	4	u	2.730e+02	SAN	0	0	0	0	7.530e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:04:10:47:00.00	190.8		g	-57.7	7.678e-07	27	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.930e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:04:12:49:00.00	192.4		g	-59.0	7.897e-07	28	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.530e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:05:09:34:00.00	189.5		g	-61.1	7.813e-07	29	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:05:11:50:00.00	188.3		g	-55.9	6.318e-07	30	4	u	2.730e+02	SAN	0	0	0	0	7.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:11:07:44:00.00	191.0		g	-55.0	5.572e-07	31	4	u	2.730e+02	SAN	0	0	0	0	7.880e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:11:10:59:00.00	188.9		g	-60.4	6.641e-07	32	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.530e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:11:13:03:00.00	186.4		g	-61.7	7.061e-07	33	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.880e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:12:13:47:00.00	184.8		g	-65.1	7.019e-07	34	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.030e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:13:09:32:00.00	190.2		g	-56.9	4.592e-07	35	4	u	2.730e+02	SAN	0	0	0	0	8.030e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:13:12:00:00.00	185.5		g	-54.5	3.086e-07	36	4	u	2.730e+02	SAN	0	0	0	0	8.180e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:16:09:09:00.00	182.4		g	-64.7	4.931e-07	37	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.880e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:17:09:32:00.00	175.9		g	-70.8	6.787e-07	38	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.180e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:17:11:31:00.00	168.1		g	-76.8	8.944e-07	39	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.330e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.6	2012:04:17:13:42:00.00	178.5		g	-58.2	1.419e-07	40	4	u	2.730e+02	SAN	0	0	0	0	8.330e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2012:04:18:08:43:00.00	169.4		g	-57.1	1.204e-08	41	4	u	2.730e+02	SAN	0	0	0	0	8.530e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:18:10:38:00.00	163.3		g	-80.5	4.226e-07	42	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.180e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501e		su109501e:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2012:04:18:12:37:00.00	172.5		g	-79.5	9.795e-07	43	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.530e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501f		su109501f:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.5	2012:03:16:08:42:00.00	299.6		g	-14.2	9.500e-07	1	4	u	2.730e+02	SAN	0	0	0	0	2.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501f		su109501f:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.5	2012:03:16:14:01:00.00	299.2		g	-14.5	9.475e-07	2	4	u	2.730e+02	SAN	0	0	0	0	3.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501f		su109501f:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.6	2012:03:19:09:18:00.00	298.6		g	-15.5	9.512e-07	3	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	3.730e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501f		su109501f:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.6	2012:03:19:11:20:00.00	298.0		g	-16.1	9.523e-07	4	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	4.230e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501f		su109501f:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.6	2012:03:19:13:17:00.00	297.8		g	-15.6	9.171e-07	5	4	u	2.730e+02	SAN	0	0	0	0	4.230e+02
Jsteindorf	This study	Cyprus	su109501	su1l203	su109501f		su109501f:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.8	2012:03:20:10:48:00.00	298.7		g	-15.3	8.997e-07	6	4	u	2.730e+02	SAN	0	0	0	0	4.730e+02
