tab 	er_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_alternatives	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type	specimen_volume	specimen_weight
This study	DSDP Site 522	16-1-134	16-1-134	3010	16-1-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	60.83	Not Specified	Sediment Layer	0.000001	0.001563
This study	DSDP Site 522	16-1-137	16-1-137	3011	16-1-137	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	60.87	Not Specified	Sediment Layer	0.000001	0.00175
This study	DSDP Site 522	16-1-140	16-1-140	3012	16-1-140	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	60.89	Not Specified	Sediment Layer	0.000001	0.001429
This study	DSDP Site 522	16-1-142	16-1-142	3013	16-1-142	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	60.92	Not Specified	Sediment Layer	0.000001	0.001713
This study	DSDP Site 522	16-1-145	16-1-145	3014	16-1-145	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	60.94	Not Specified	Sediment Layer	0.000001	0.001663
This study	DSDP Site 522	16-1-148	16-1-148	3015	16-1-148	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	60.98	Not Specified	Sediment Layer	0.000001	0.001699
This study	DSDP Site 522	16-2-001	16-2-001	3016	16-2-001	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.01	Not Specified	Sediment Layer	0.000001	0.001338
This study	DSDP Site 522	16-2-005	16-2-005	3017	16-2-005	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.05	Not Specified	Sediment Layer	0.000001	0.00135
This study	DSDP Site 522	16-2-008	16-2-008	3018	16-2-008	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.08	Not Specified	Sediment Layer	0.000001	0.001211
This study	DSDP Site 522	16-2-012	16-2-012	3019	16-2-012	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.12	Not Specified	Sediment Layer	0.000001	0.001508
This study	DSDP Site 522	16-2-015	16-2-015	3020	16-2-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.15	Not Specified	Sediment Layer	0.000001	0.001784
This study	DSDP Site 522	16-2-018	16-2-018	3021	16-2-018	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.17	Not Specified	Sediment Layer	0.000001	0.00167
This study	DSDP Site 522	16-2-021	16-2-021	3022	16-2-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.2	Not Specified	Sediment Layer	0.000001	0.001669
This study	DSDP Site 522	16-2-024	16-2-024	3023	16-2-024	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.23	Not Specified	Sediment Layer	0.000001	0.001375
This study	DSDP Site 522	16-2-029	16-2-029	3024	16-2-029	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.28	Not Specified	Sediment Layer	0.000001	0.001885
This study	DSDP Site 522	16-2-032	16-2-032	3025	16-2-032	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.31	Not Specified	Sediment Layer	0.000001	0.001311
This study	DSDP Site 522	16-2-034	16-2-034	3026	16-2-034	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.34	Not Specified	Sediment Layer	0.000001	0.001345
This study	DSDP Site 522	16-2-038	16-2-038	3027	16-2-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.38	Not Specified	Sediment Layer	0.000001	0.001263
This study	DSDP Site 522	16-2-041	16-2-041	3028	16-2-041	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.4	Not Specified	Sediment Layer	0.000001	0.001645
This study	DSDP Site 522	16-2-050	16-2-050	3030	16-2-050	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.49	Not Specified	Sediment Layer	0.000001	0.001684
This study	DSDP Site 522	16-2-053	16-2-053	3031	16-2-053	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.52	Not Specified	Sediment Layer	0.000001	0.001877
This study	DSDP Site 522	16-2-056	16-2-056	3032	16-2-056	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.55	Not Specified	Sediment Layer	0.000001	0.001744
This study	DSDP Site 522	16-2-059	16-2-059	3033	16-2-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.58	Not Specified	Sediment Layer	0.000001	0.001621
This study	DSDP Site 522	16-2-061	16-2-061	3034	16-2-061	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.6	Not Specified	Sediment Layer	0.000001	0.001378
This study	DSDP Site 522	16-2-064	16-2-064	3035	16-2-064	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.63	Not Specified	Sediment Layer	0.000001	0.001496
This study	DSDP Site 522	16-2-066	16-2-066	3036	16-2-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.66	Not Specified	Sediment Layer	0.000001	0.001439
This study	DSDP Site 522	16-2-069	16-2-069	3037	16-2-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.68	Not Specified	Sediment Layer	0.000001	0.001579
This study	DSDP Site 522	16-2-073	16-2-073	3038	16-2-073	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.72	Not Specified	Sediment Layer	0.000001	0.001767
This study	DSDP Site 522	16-2-076	16-2-076	3039	16-2-076	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.75	Not Specified	Sediment Layer	0.000001	0.001669
This study	DSDP Site 522	16-2-079	16-2-079	3040	16-2-079	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.78	Not Specified	Sediment Layer	0.000001	0.001841
This study	DSDP Site 522	16-2-082	16-2-082	3041	16-2-082	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.81	Not Specified	Sediment Layer	0.000001	0.001586
This study	DSDP Site 522	16-2-085	16-2-085	3042	16-2-085	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.84	Not Specified	Sediment Layer	0.000001	0.001763
This study	DSDP Site 522	16-2-087	16-2-087	3043	16-2-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.86	Not Specified	Sediment Layer	0.000001	0.001444
This study	DSDP Site 522	16-2-090	16-2-090	3044	16-2-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.9	Not Specified	Sediment Layer	0.000001	0.001649
This study	DSDP Site 522	16-2-093	16-2-093	3045	16-2-093	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.92	Not Specified	Sediment Layer	0.000001	0.001858
This study	DSDP Site 522	16-2-096	16-2-096	3046	16-2-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.95	Not Specified	Sediment Layer	0.000001	0.002033
This study	DSDP Site 522	16-2-098	16-2-098	3047	16-2-098	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	61.98	Not Specified	Sediment Layer	0.000001	0.001672
This study	DSDP Site 522	16-2-101	16-2-101	3048	16-2-101	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.01	Not Specified	Sediment Layer	0.000001	0.0019
This study	DSDP Site 522	16-2-104	16-2-104	3049	16-2-104	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.04	Not Specified	Sediment Layer	0.000001	0.001649
This study	DSDP Site 522	16-2-107	16-2-107	3050	16-2-107	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.06	Not Specified	Sediment Layer	0.000001	0.001614
This study	DSDP Site 522	16-2-110	16-2-110	3051	16-2-110	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.09	Not Specified	Sediment Layer	0.000001	0.001631
This study	DSDP Site 522	16-2-112	16-2-112	3052	16-2-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.12	Not Specified	Sediment Layer	0.000001	0.001648
This study	DSDP Site 522	16-2-116	16-2-116	3053	16-2-116	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.15	Not Specified	Sediment Layer	0.000001	0.001545
This study	DSDP Site 522	16-2-122	16-2-122	3055	16-2-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.22	Not Specified	Sediment Layer	0.000001	0.001431
This study	DSDP Site 522	16-2-127	16-2-127	3056	16-2-127	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.26	Not Specified	Sediment Layer	0.000001	0.001599
This study	DSDP Site 522	16-2-130	16-2-130	3057	16-2-130	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.29	Not Specified	Sediment Layer	0.000001	0.001548
This study	DSDP Site 522	16-2-132	16-2-132	3058	16-2-132	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.32	Not Specified	Sediment Layer	0.000001	0.001329
This study	DSDP Site 522	16-2-135	16-2-135	3059	16-2-135	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.35	Not Specified	Sediment Layer	0.000001	0.001549
This study	DSDP Site 522	16-2-138	16-2-138	3060	16-2-138	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.38	Not Specified	Sediment Layer	0.000001	0.001471
This study	DSDP Site 522	16-2-141	16-2-141	3061	16-2-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.41	Not Specified	Sediment Layer	0.000001	0.001569
This study	DSDP Site 522	16-2-144	16-2-144	3062	16-2-144	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.44	Not Specified	Sediment Layer	0.000001	0.001675
This study	DSDP Site 522	16-2-147	16-2-147	3063	16-2-147	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.47	Not Specified	Sediment Layer	0.000001	0.001285
This study	DSDP Site 522	16-2-150	16-2-150	3064	16-2-150	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.5	Not Specified	Sediment Layer	0.000001	0.001765
This study	DSDP Site 522	16-3-002	16-3-002	3065	16-3-002	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.52	Not Specified	Sediment Layer	0.000001	0.00139
This study	DSDP Site 522	16-3-004	16-3-004	3066	16-3-004	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.54	Not Specified	Sediment Layer	0.000001	0.001307
This study	DSDP Site 522	16-3-008	16-3-008	3067	16-3-008	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.58	Not Specified	Sediment Layer	0.000001	0.001296
This study	DSDP Site 522	16-3-011	16-3-011	3068	16-3-011	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.6	Not Specified	Sediment Layer	0.000001	0.001435
This study	DSDP Site 522	16-3-014	16-3-014	3069	16-3-014	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.64	Not Specified	Sediment Layer	0.000001	0.00164
This study	DSDP Site 522	16-3-017	16-3-017	3070	16-3-017	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.66	Not Specified	Sediment Layer	0.000001	0.001751
This study	DSDP Site 522	16-3-020	16-3-020	3071	16-3-020	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.69	Not Specified	Sediment Layer	0.000001	0.001667
This study	DSDP Site 522	16-3-023	16-3-023	3072	16-3-023	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.72	Not Specified	Sediment Layer	0.000001	0.001499
This study	DSDP Site 522	16-3-026	16-3-026	3073	16-3-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.75	Not Specified	Sediment Layer	0.000001	0.001426
This study	DSDP Site 522	16-3-028	16-3-028	3074	16-3-028	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.78	Not Specified	Sediment Layer	0.000001	0.001528
This study	DSDP Site 522	16-3-031	16-3-031	3075	16-3-031	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.81	Not Specified	Sediment Layer	0.000001	0.001616
This study	DSDP Site 522	16-3-034	16-3-034	3076	16-3-034	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.84	Not Specified	Sediment Layer	0.000001	0.00152
This study	DSDP Site 522	16-3-037	16-3-037	3077	16-3-037	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.87	Not Specified	Sediment Layer	0.000001	0.001673
This study	DSDP Site 522	16-3-040	16-3-040	3078	16-3-040	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.9	Not Specified	Sediment Layer	0.000001	0.0015
This study	DSDP Site 522	16-3-043	16-3-043	3079	16-3-043	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.93	Not Specified	Sediment Layer	0.000001	0.001588
This study	DSDP Site 522	16-3-045	16-3-045	3080	16-3-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.95	Not Specified	Sediment Layer	0.000001	0.001491
This study	DSDP Site 522	16-3-048	16-3-048	3081	16-3-048	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	62.98	Not Specified	Sediment Layer	0.000001	0.00146
This study	DSDP Site 522	16-3-051	16-3-051	3082	16-3-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.01	Not Specified	Sediment Layer	0.000001	0.001453
This study	DSDP Site 522	16-3-054	16-3-054	3083	16-3-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.04	Not Specified	Sediment Layer	0.000001	0.001474
This study	DSDP Site 522	16-3-057	16-3-057	3084	16-3-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.07	Not Specified	Sediment Layer	0.000001	0.001471
This study	DSDP Site 522	16-3-060	16-3-060	3085	16-3-060	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.09	Not Specified	Sediment Layer	0.000001	0.001444
This study	DSDP Site 522	16-3-063	16-3-063	3086	16-3-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.13	Not Specified	Sediment Layer	0.000001	0.001446
This study	DSDP Site 522	16-3-066	16-3-066	3087	16-3-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.16	Not Specified	Sediment Layer	0.000001	0.001423
This study	DSDP Site 522	16-3-069	16-3-069	3088	16-3-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.18	Not Specified	Sediment Layer	0.000001	0.001776
This study	DSDP Site 522	16-3-072	16-3-072	3089	16-3-072	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.22	Not Specified	Sediment Layer	0.000001	0.001834
This study	DSDP Site 522	16-3-075	16-3-075	3090	16-3-075	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.25	Not Specified	Sediment Layer	0.000001	0.001917
This study	DSDP Site 522	16-3-078	16-3-078	3091	16-3-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.28	Not Specified	Sediment Layer	0.000001	0.00174
This study	DSDP Site 522	16-3-080	16-3-080	3092	16-3-080	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.29	Not Specified	Sediment Layer	0.000001	0.001508
This study	DSDP Site 522	16-3-083	16-3-083	3093	16-3-083	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.33	Not Specified	Sediment Layer	0.000001	0.00172
This study	DSDP Site 522	16-3-086	16-3-086	3094	16-3-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.36	Not Specified	Sediment Layer	0.000001	0.0015
This study	DSDP Site 522	16-3-089	16-3-089	3095	16-3-089	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.39	Not Specified	Sediment Layer	0.000001	0.001485
This study	DSDP Site 522	16-3-092	16-3-092	3096	16-3-092	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.42	Not Specified	Sediment Layer	0.000001	0.001711
This study	DSDP Site 522	16-3-095	16-3-095	3097	16-3-095	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.45	Not Specified	Sediment Layer	0.000001	0.001781
This study	DSDP Site 522	16-3-098	16-3-098	3098	16-3-098	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.47	Not Specified	Sediment Layer	0.000001	0.001825
This study	DSDP Site 522	16-3-102	16-3-102	3099	16-3-102	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.51	Not Specified	Sediment Layer	0.000001	0.001301
This study	DSDP Site 522	16-3-105	16-3-105	3100	16-3-105	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.54	Not Specified	Sediment Layer	0.000001	0.001667
This study	DSDP Site 522	16-3-108	16-3-108	3101	16-3-108	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.57	Not Specified	Sediment Layer	0.000001	0.001717
This study	DSDP Site 522	16-3-110	16-3-110	3102	16-3-110	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.6	Not Specified	Sediment Layer	0.000001	0.001812
This study	DSDP Site 522	16-3-114	16-3-114	3103	16-3-114	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.63	Not Specified	Sediment Layer	0.000001	0.001716
This study	DSDP Site 522	16-3-116	16-3-116	3104	16-3-116	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.66	Not Specified	Sediment Layer	0.000001	0.002018
This study	DSDP Site 522	16-3-119	16-3-119	3105	16-3-119	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.69	Not Specified	Sediment Layer	0.000001	0.001698
This study	DSDP Site 522	16-3-122	16-3-122	3106	16-3-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.72	Not Specified	Sediment Layer	0.000001	0.001615
This study	DSDP Site 522	16-3-125	16-3-125	3107	16-3-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.75	Not Specified	Sediment Layer	0.000001	0.001625
This study	DSDP Site 522	16-3-127	16-3-127	3108	16-3-127	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.77	Not Specified	Sediment Layer	0.000001	0.00166
This study	DSDP Site 522	17-1-005	17-1-005	2836	17-1-005	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.95	Not Specified	Sediment Layer	0.000001	0.001311
This study	DSDP Site 522	17-1-009	17-1-009	2837	17-1-009	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	63.98	Not Specified	Sediment Layer	0.000001	0.001586
This study	DSDP Site 522	17-1-012	17-1-012	2838	17-1-012	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.01	Not Specified	Sediment Layer	0.000001	0.001566
This study	DSDP Site 522	17-1-015	17-1-015	2839	17-1-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.04	Not Specified	Sediment Layer	0.000001	0.001423
This study	DSDP Site 522	17-1-018	17-1-018	2840	17-1-018	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.08	Not Specified	Sediment Layer	0.000001	0.00187
This study	DSDP Site 522	17-1-021	17-1-021	2841	17-1-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.11	Not Specified	Sediment Layer	0.000001	0.00138
This study	DSDP Site 522	17-1-022	17-1-022	2845	17-1-022	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.12	Not Specified	Sediment Layer	0.000001	0.00187
This study	DSDP Site 522	17-1-023	17-1-023	2842	17-1-023	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.13	Not Specified	Sediment Layer	0.000001	0.00178
This study	DSDP Site 522	17-1-026	17-1-026	2843	17-1-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.16	Not Specified	Sediment Layer	0.000001	0.001454
This study	DSDP Site 522	17-1-030	17-1-030	2844	17-1-030	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.19	Not Specified	Sediment Layer	0.000001	0.00161
This study	DSDP Site 522	17-1-035	17-1-035	2846	17-1-035	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.25	Not Specified	Sediment Layer	0.000001	0.001705
This study	DSDP Site 522	17-1-040	17-1-040	2847	17-1-040	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.29	Not Specified	Sediment Layer	0.000001	0.001681
This study	DSDP Site 522	17-1-042	17-1-042	2848	17-1-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.32	Not Specified	Sediment Layer	0.000001	0.00182
This study	DSDP Site 522	17-1-045	17-1-045	2849	17-1-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.35	Not Specified	Sediment Layer	0.000001	0.000797
This study	DSDP Site 522	17-1-048	17-1-048	2850	17-1-048	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.38	Not Specified	Sediment Layer	0.000001	0.00148
This study	DSDP Site 522	17-1-051	17-1-051	2851	17-1-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.41	Not Specified	Sediment Layer	0.000001	0.001815
This study	DSDP Site 522	17-1-054	17-1-054	2852	17-1-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.44	Not Specified	Sediment Layer	0.000001	0.001729
This study	DSDP Site 522	17-1-058	17-1-058	2853	17-1-058	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.48	Not Specified	Sediment Layer	0.000001	0.001739
This study	DSDP Site 522	17-1-061	17-1-061	2854	17-1-061	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.5	Not Specified	Sediment Layer	0.000001	0.001622
This study	DSDP Site 522	17-1-064	17-1-064	2855	17-1-064	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.53	Not Specified	Sediment Layer	0.000001	0.001443
This study	DSDP Site 522	17-1-066	17-1-066	2856	17-1-066	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.56	Not Specified	Sediment Layer	0.000001	0.001584
This study	DSDP Site 522	17-1-069	17-1-069	2857	17-1-069	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.59	Not Specified	Sediment Layer	0.000001	0.001359
This study	DSDP Site 522	17-1-072	17-1-072	2858	17-1-072	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.62	Not Specified	Sediment Layer	0.000001	0.001615
This study	DSDP Site 522	17-1-075	17-1-075	2859	17-1-075	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.65	Not Specified	Sediment Layer	0.000001	0.001706
This study	DSDP Site 522	17-1-079	17-1-079	2860	17-1-079	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.68	Not Specified	Sediment Layer	0.000001	0.001547
This study	DSDP Site 522	17-1-081	17-1-081	2861	17-1-081	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.7	Not Specified	Sediment Layer	0.000001	0.0016
This study	DSDP Site 522	17-1-085	17-1-085	2862	17-1-085	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.74	Not Specified	Sediment Layer	0.000001	0.001332
This study	DSDP Site 522	17-1-087	17-1-087	2863	17-1-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.77	Not Specified	Sediment Layer	0.000001	0.001666
This study	DSDP Site 522	17-1-091	17-1-091	2864	17-1-091	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.8	Not Specified	Sediment Layer	0.000001	0.001524
This study	DSDP Site 522	17-1-094	17-1-094	2865	17-1-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.84	Not Specified	Sediment Layer	0.000001	0.001591
This study	DSDP Site 522	17-1-097	17-1-097	2866	17-1-097	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.87	Not Specified	Sediment Layer	0.000001	0.001799
This study	DSDP Site 522	17-1-100	17-1-100	2867	17-1-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.9	Not Specified	Sediment Layer	0.000001	0.001674
This study	DSDP Site 522	17-1-103	17-1-103	2868	17-1-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.93	Not Specified	Sediment Layer	0.000001	0.001569
This study	DSDP Site 522	17-1-107	17-1-107	2869	17-1-107	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.96	Not Specified	Sediment Layer	0.000001	0.001752
This study	DSDP Site 522	17-1-110	17-1-110	2870	17-1-110	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	64.99	Not Specified	Sediment Layer	0.000001	0.001427
This study	DSDP Site 522	17-1-113	17-1-113	2871	17-1-113	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.03	Not Specified	Sediment Layer	0.000001	0.001718
This study	DSDP Site 522	17-1-116	17-1-116	2872	17-1-116	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.05	Not Specified	Sediment Layer	0.000001	0.001527
This study	DSDP Site 522	17-1-119	17-1-119	2873	17-1-119	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.08	Not Specified	Sediment Layer	0.000001	0.001468
This study	DSDP Site 522	17-1-123	17-1-123	2874	17-1-123	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.12	Not Specified	Sediment Layer	0.000001	0.0014
This study	DSDP Site 522	17-1-125	17-1-125	2875	17-1-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.15	Not Specified	Sediment Layer	0.000001	0.001158
This study	DSDP Site 522	17-1-128	17-1-128	2876	17-1-128	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.18	Not Specified	Sediment Layer	0.000001	0.001509
This study	DSDP Site 522	17-1-131	17-1-131	2877	17-1-131	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.21	Not Specified	Sediment Layer	0.000001	0.001331
This study	DSDP Site 522	17-1-134	17-1-134	2878	17-1-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.24	Not Specified	Sediment Layer	0.000001	0.001255
This study	DSDP Site 522	17-1-137	17-1-137	2879	17-1-137	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.26	Not Specified	Sediment Layer	0.000001	0.001538
This study	DSDP Site 522	17-1-141	17-1-141	2880	17-1-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.3	Not Specified	Sediment Layer	0.000001	0.001484
This study	DSDP Site 522	17-1-144	17-1-144	2881	17-1-144	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.33	Not Specified	Sediment Layer	0.000001	0.001514
This study	DSDP Site 522	17-1-147	17-1-147	2882	17-1-147	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.36	Not Specified	Sediment Layer	0.000001	0.001687
This study	DSDP Site 522	17-1-150	17-1-150	2883	17-1-150	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.39	Not Specified	Sediment Layer	0.000001	0.001721
This study	DSDP Site 522	17-2-004	17-2-004	2885	17-2-004	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	65.44	Not Specified	Sediment Layer	0.000001	0.001623
