tab 	er_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_alternatives	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type	specimen_volume	specimen_weight
This study	DSDP Site 522	26-3-004	26-3-004	2101	26-3-004	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.64	Not Specified	Sediment Layer	0.000001	0.001374
This study	DSDP Site 522	26-3-007	26-3-007	2102	26-3-007	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.67	Not Specified	Sediment Layer	0.000001	0.001554
This study	DSDP Site 522	26-3-011	26-3-011	2103	26-3-011	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.71	Not Specified	Sediment Layer	0.000001	0.0017
This study	DSDP Site 522	26-3-014	26-3-014	2104	26-3-014	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.74	Not Specified	Sediment Layer	0.000001	0.001456
This study	DSDP Site 522	26-3-017	26-3-017	2105	26-3-017	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.77	Not Specified	Sediment Layer	0.000001	0.001418
This study	DSDP Site 522	26-3-021	26-3-021	2106	26-3-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.8	Not Specified	Sediment Layer	0.000001	0.001571
This study	DSDP Site 522	26-3-024	26-3-024	2107	26-3-024	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.83	Not Specified	Sediment Layer	0.000001	0.001516
This study	DSDP Site 522	26-3-030	26-3-030	2109	26-3-030	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.9	Not Specified	Sediment Layer	0.000001	0.001545
This study	DSDP Site 522	26-3-033	26-3-033	2110	26-3-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.92	Not Specified	Sediment Layer	0.000001	0.001678
This study	DSDP Site 522	26-3-036	26-3-036	2111	26-3-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.95	Not Specified	Sediment Layer	0.000001	0.001747
This study	DSDP Site 522	26-3-039	26-3-039	2112	26-3-039	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	98.98	Not Specified	Sediment Layer	0.000001	0.001289
This study	DSDP Site 522	26-3-043	26-3-043	2113	26-3-043	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.02	Not Specified	Sediment Layer	0.000001	0.001648
This study	DSDP Site 522	26-3-046	26-3-046	2114	26-3-046	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.05	Not Specified	Sediment Layer	0.000001	0.001541
This study	DSDP Site 522	26-3-049	26-3-049	2115	26-3-049	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.08	Not Specified	Sediment Layer	0.000001	0.001772
This study	DSDP Site 522	26-3-052	26-3-052	2116	26-3-052	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.11	Not Specified	Sediment Layer	0.000001	0.001373
This study	DSDP Site 522	26-3-055	26-3-055	2117	26-3-055	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.14	Not Specified	Sediment Layer	0.000001	0.001638
This study	DSDP Site 522	26-3-057	26-3-057	2118	26-3-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.16	Not Specified	Sediment Layer	0.000001	0.001436
This study	DSDP Site 522	26-3-060	26-3-060	2119	26-3-060	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.2	Not Specified	Sediment Layer	0.000001	0.001466
This study	DSDP Site 522	26-3-063	26-3-063	2120	26-3-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.23	Not Specified	Sediment Layer	0.000001	0.001556
This study	DSDP Site 522	26-3-065	26-3-065	2121	26-3-065	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.25	Not Specified	Sediment Layer	0.000001	0.00172
This study	DSDP Site 522	26-3-068	26-3-068	2122	26-3-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.28	Not Specified	Sediment Layer	0.000001	0.001756
This study	DSDP Site 522	26-3-072	26-3-072	2123	26-3-072	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.31	Not Specified	Sediment Layer	0.000001	0.001465
This study	DSDP Site 522	26-3-075	26-3-075	2124	26-3-075	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.34	Not Specified	Sediment Layer	0.000001	0.00157
This study	DSDP Site 522	26-3-078	26-3-078	2125	26-3-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.37	Not Specified	Sediment Layer	0.000001	0.00163
This study	DSDP Site 522	26-3-080	26-3-080	2126	26-3-080	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.4	Not Specified	Sediment Layer	0.000001	0.001132
This study	DSDP Site 522	26-3-084	26-3-084	2127	26-3-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.43	Not Specified	Sediment Layer	0.000001	0.00168
This study	DSDP Site 522	26-3-086	26-3-086	2128	26-3-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.46	Not Specified	Sediment Layer	0.000001	0.001545
This study	DSDP Site 522	26-3-090	26-3-090	2129	26-3-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.49	Not Specified	Sediment Layer	0.000001	0.001566
This study	DSDP Site 522	26-3-093	26-3-093	2130	26-3-093	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.52	Not Specified	Sediment Layer	0.000001	0.001383
This study	DSDP Site 522	26-3-096	26-3-096	2131	26-3-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.55	Not Specified	Sediment Layer	0.000001	0.001594
This study	DSDP Site 522	26-3-099	26-3-099	2132	26-3-099	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.58	Not Specified	Sediment Layer	0.000001	0.001539
This study	DSDP Site 522	26-3-101	26-3-101	2133	26-3-101	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.61	Not Specified	Sediment Layer	0.000001	0.001301
This study	DSDP Site 522	26-3-105	26-3-105	2134	26-3-105	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.64	Not Specified	Sediment Layer	0.000001	0.001759
This study	DSDP Site 522	26-3-108	26-3-108	2135	26-3-108	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.67	Not Specified	Sediment Layer	0.000001	0.000966
This study	DSDP Site 522	26-3-110	26-3-110	2136	26-3-110	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.7	Not Specified	Sediment Layer	0.000001	0.001664
This study	DSDP Site 522	26-3-114	26-3-114	2137	26-3-114	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.73	Not Specified	Sediment Layer	0.000001	0.001569
This study	DSDP Site 522	26-3-117	26-3-117	2138	26-3-117	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.76	Not Specified	Sediment Layer	0.000001	0.001634
This study	DSDP Site 522	26-3-120	26-3-120	2139	26-3-120	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.79	Not Specified	Sediment Layer	0.000001	0.001293
This study	DSDP Site 522	26-3-122	26-3-122	2140	26-3-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	99.82	Not Specified	Sediment Layer	0.000001	0.001166
This study	DSDP Site 522	27-1-023	27-1-023	1180	27-1-023	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.03	Not Specified	Sediment Layer	0.000001	0.001446
This study	DSDP Site 522	27-1-027	27-1-027	1181	27-1-027	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.07	Not Specified	Sediment Layer	0.000001	0.001025
This study	DSDP Site 522	27-1-030	27-1-030	1182	27-1-030	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.1	Not Specified	Sediment Layer	0.000001	0.001219
This study	DSDP Site 522	27-1-033	27-1-033	1183	27-1-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.13	Not Specified	Sediment Layer	0.000001	0.001403
This study	DSDP Site 522	27-1-036	27-1-036	1184	27-1-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.16	Not Specified	Sediment Layer	0.000001	0.001504
This study	DSDP Site 522	27-1-039	27-1-039	1185	27-1-039	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.19	Not Specified	Sediment Layer	0.000001	0.00129
This study	DSDP Site 522	27-1-041	27-1-041	1186	27-1-041	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.21	Not Specified	Sediment Layer	0.000001	0.001455
This study	DSDP Site 522	27-1-046	27-1-046	1187	27-1-046	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.26	Not Specified	Sediment Layer	0.000001	0.001562
This study	DSDP Site 522	27-1-050	27-1-050	1188	27-1-050	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.3	Not Specified	Sediment Layer	0.000001	0.001271
This study	DSDP Site 522	27-1-053	27-1-053	1189	27-1-053	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.33	Not Specified	Sediment Layer	0.000001	0.001526
This study	DSDP Site 522	27-1-056	27-1-056	1190	27-1-056	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.36	Not Specified	Sediment Layer	0.000001	0.001345
This study	DSDP Site 522	27-1-059	27-1-059	1191	27-1-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.39	Not Specified	Sediment Layer	0.000001	0.00135
This study	DSDP Site 522	27-1-062	27-1-062	1192	27-1-062	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.42	Not Specified	Sediment Layer	0.000001	0.001531
This study	DSDP Site 522	27-1-065	27-1-065	1193	27-1-065	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.45	Not Specified	Sediment Layer	0.000001	0.001512
This study	DSDP Site 522	27-1-068	27-1-068	1194	27-1-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.48	Not Specified	Sediment Layer	0.000001	0.001374
This study	DSDP Site 522	27-1-073	27-1-073	1195	27-1-073	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.53	Not Specified	Sediment Layer	0.000001	0.001428
This study	DSDP Site 522	27-1-076	27-1-076	1196	27-1-076	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.56	Not Specified	Sediment Layer	0.000001	0.001668
This study	DSDP Site 522	27-1-079	27-1-079	1197	27-1-079	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.59	Not Specified	Sediment Layer	0.000001	0.001594
This study	DSDP Site 522	27-1-083	27-1-083	1198	27-1-083	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.63	Not Specified	Sediment Layer	0.000001	0.001435
This study	DSDP Site 522	27-1-086	27-1-086	1199	27-1-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.66	Not Specified	Sediment Layer	0.000001	0.001604
This study	DSDP Site 522	27-1-089	27-1-089	1200	27-1-089	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.69	Not Specified	Sediment Layer	0.000001	0.001391
This study	DSDP Site 522	27-1-093	27-1-093	1201	27-1-093	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.73	Not Specified	Sediment Layer	0.000001	0.001437
This study	DSDP Site 522	27-1-096	27-1-096	1202	27-1-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.76	Not Specified	Sediment Layer	0.000001	0.001387
This study	DSDP Site 522	27-1-100	27-1-100	1203	27-1-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.8	Not Specified	Sediment Layer	0.000001	0.001528
This study	DSDP Site 522	27-1-106	27-1-106	1204	27-1-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.86	Not Specified	Sediment Layer	0.000001	0.001438
This study	DSDP Site 522	27-1-107	27-1-107	1205	27-1-107	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.87	Not Specified	Sediment Layer	0.000001	0.001497
This study	DSDP Site 522	27-1-109	27-1-109	1206	27-1-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.89	Not Specified	Sediment Layer	0.000001	0.001395
This study	DSDP Site 522	27-1-113	27-1-113	1207	27-1-113	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.93	Not Specified	Sediment Layer	0.000001	0.001573
This study	DSDP Site 522	27-1-117	27-1-117	1208	27-1-117	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.97	Not Specified	Sediment Layer	0.000001	0.001464
This study	DSDP Site 522	27-1-119	27-1-119	1209	27-1-119	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	100.99	Not Specified	Sediment Layer	0.000001	0.001502
This study	DSDP Site 522	27-1-123	27-1-123	1210	27-1-123	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.03	Not Specified	Sediment Layer	0.000001	0.001462
This study	DSDP Site 522	27-1-127	27-1-127	1211	27-1-127	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.07	Not Specified	Sediment Layer	0.000001	0.00135
This study	DSDP Site 522	27-1-129	27-1-129	1212	27-1-129	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.09	Not Specified	Sediment Layer	0.000001	0.001446
This study	DSDP Site 522	27-1-133	27-1-133	1213	27-1-133	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.13	Not Specified	Sediment Layer	0.000001	0.001506
This study	DSDP Site 522	27-1-139	27-1-139	1214	27-1-139	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.19	Not Specified	Sediment Layer	0.000001	0.000508
This study	DSDP Site 522	27-1-141	27-1-141	1215	27-1-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.21	Not Specified	Sediment Layer	0.000001	0.001488
This study	DSDP Site 522	27-1-144	27-1-144	1216	27-1-144	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.24	Not Specified	Sediment Layer	0.000001	0.001528
This study	DSDP Site 522	27-1-149	27-1-149	1217	27-1-149	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.29	Not Specified	Sediment Layer	0.000001	0.001376
This study	DSDP Site 522	27-2-006	27-2-006	1218	27-2-006	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.36	Not Specified	Sediment Layer	0.000001	0.001426
This study	DSDP Site 522	27-2-010	27-2-010	1219	27-2-010	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.4	Not Specified	Sediment Layer	0.000001	0.000908
This study	DSDP Site 522	27-2-012	27-2-012	1220	27-2-012	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.42	Not Specified	Sediment Layer	0.000001	0.001381
This study	DSDP Site 522	27-2-015	27-2-015	1221	27-2-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.45	Not Specified	Sediment Layer	0.000001	0.001361
This study	DSDP Site 522	27-2-021	27-2-021	1223	27-2-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.51	Not Specified	Sediment Layer	0.000001	0.001478
This study	DSDP Site 522	27-2-024	27-2-024	1224	27-2-024	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.54	Not Specified	Sediment Layer	0.000001	0.001625
This study	DSDP Site 522	27-2-027	27-2-027	1225	27-2-027	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.57	Not Specified	Sediment Layer	0.000001	0.001098
This study	DSDP Site 522	27-2-030	27-2-030	1226	27-2-030	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.6	Not Specified	Sediment Layer	0.000001	0.001192
This study	DSDP Site 522	27-2-033	27-2-033	1227	27-2-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.63	Not Specified	Sediment Layer	0.000001	0.001549
This study	DSDP Site 522	27-2-036	27-2-036	1228	27-2-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.66	Not Specified	Sediment Layer	0.000001	0.001521
This study	DSDP Site 522	27-2-042	27-2-042	1229	27-2-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.72	Not Specified	Sediment Layer	0.000001	0.001713
This study	DSDP Site 522	27-2-045	27-2-045	1230	27-2-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.75	Not Specified	Sediment Layer	0.000001	0.001753
This study	DSDP Site 522	27-2-048	27-2-048	1231	27-2-048	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.78	Not Specified	Sediment Layer	0.000001	0.001478
This study	DSDP Site 522	27-2-051	27-2-051	1232	27-2-051	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.81	Not Specified	Sediment Layer	0.000001	0.001595
This study	DSDP Site 522	27-2-055	27-2-055	1233	27-2-055	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.85	Not Specified	Sediment Layer	0.000001	0.001403
This study	DSDP Site 522	27-2-059	27-2-059	1234	27-2-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.89	Not Specified	Sediment Layer	0.000001	0.001161
This study	DSDP Site 522	27-2-065	27-2-065	1236	27-2-065	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.95	Not Specified	Sediment Layer	0.000001	0.001243
This study	DSDP Site 522	27-2-068	27-2-068	1237	27-2-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	101.98	Not Specified	Sediment Layer	0.000001	0.001001
This study	DSDP Site 522	27-2-071	27-2-071	1238	27-2-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.01	Not Specified	Sediment Layer	0.000001	0.001407
This study	DSDP Site 522	27-2-074	27-2-074	1239	27-2-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.04	Not Specified	Sediment Layer	0.000001	0.001336
This study	DSDP Site 522	27-2-078	27-2-078	1240	27-2-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.08	Not Specified	Sediment Layer	0.000001	0.001262
This study	DSDP Site 522	27-2-082	27-2-082	1241	27-2-082	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.12	Not Specified	Sediment Layer	0.000001	0.001336
This study	DSDP Site 522	27-2-085	27-2-085	1242	27-2-085	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.15	Not Specified	Sediment Layer	0.000001	0.001491
This study	DSDP Site 522	27-2-089	27-2-089	1243	27-2-089	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.19	Not Specified	Sediment Layer	0.000001	0.001086
This study	DSDP Site 522	27-2-094	27-2-094	1244	27-2-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.24	Not Specified	Sediment Layer	0.000001	0.001723
This study	DSDP Site 522	27-2-100	27-2-100	1245	27-2-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.3	Not Specified	Sediment Layer	0.000001	0.001366
This study	DSDP Site 522	27-2-103	27-2-103	1246	27-2-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.33	Not Specified	Sediment Layer	0.000001	0.001605
This study	DSDP Site 522	27-2-106	27-2-106	1247	27-2-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.36	Not Specified	Sediment Layer	0.000001	0.001531
This study	DSDP Site 522	27-2-109	27-2-109	1248	27-2-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.39	Not Specified	Sediment Layer	0.000001	0.00133
This study	DSDP Site 522	27-2-112	27-2-112	1249	27-2-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.42	Not Specified	Sediment Layer	0.000001	0.001387
This study	DSDP Site 522	27-2-115	27-2-115	1250	27-2-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.45	Not Specified	Sediment Layer	0.000001	0.001545
This study	DSDP Site 522	27-2-118	27-2-118	1251	27-2-118	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.48	Not Specified	Sediment Layer	0.000001	0.00151
This study	DSDP Site 522	27-2-122	27-2-122	1252	27-2-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.52	Not Specified	Sediment Layer	0.000001	0.001336
This study	DSDP Site 522	27-2-125	27-2-125	1253	27-2-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.55	Not Specified	Sediment Layer	0.000001	0.00157
This study	DSDP Site 522	27-2-128	27-2-128	1254	27-2-128	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.58	Not Specified	Sediment Layer	0.000001	0.001316
This study	DSDP Site 522	27-2-132	27-2-132	1255	27-2-132	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.62	Not Specified	Sediment Layer	0.000001	0.001541
This study	DSDP Site 522	27-2-135	27-2-135	1256	27-2-135	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.65	Not Specified	Sediment Layer	0.000001	0.001387
This study	DSDP Site 522	27-2-139	27-2-139	1257	27-2-139	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.69	Not Specified	Sediment Layer	0.000001	0.001401
This study	DSDP Site 522	27-2-142	27-2-142	1258	27-2-142	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.72	Not Specified	Sediment Layer	0.000001	0.001683
This study	DSDP Site 522	27-2-145	27-2-145	1259	27-2-145	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.75	Not Specified	Sediment Layer	0.000001	0.001507
This study	DSDP Site 522	27-2-149	27-2-149	1260	27-2-149	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.79	Not Specified	Sediment Layer	0.000001	0.001435
This study	DSDP Site 522	27-3-017	27-3-017	1261	27-3-017	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	102.97	Not Specified	Sediment Layer	0.000001	0.001707
This study	DSDP Site 522	27-3-024	27-3-024	1263	27-3-024	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.03	Not Specified	Sediment Layer	0.000001	0.001756
This study	DSDP Site 522	27-3-026	27-3-026	1264	27-3-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.06	Not Specified	Sediment Layer	0.000001	0.001205
This study	DSDP Site 522	27-3-031	27-3-031	1265	27-3-031	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.1	Not Specified	Sediment Layer	0.000001	0.001668
This study	DSDP Site 522	27-3-034	27-3-034	1266	27-3-034	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.14	Not Specified	Sediment Layer	0.000001	0.001746
This study	DSDP Site 522	27-3-038	27-3-038	1267	27-3-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.17	Not Specified	Sediment Layer	0.000001	0.001405
This study	DSDP Site 522	27-3-042	27-3-042	1268	27-3-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.21	Not Specified	Sediment Layer	0.000001	0.001625
This study	DSDP Site 522	27-3-046	27-3-046	1269	27-3-046	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.26	Not Specified	Sediment Layer	0.000001	0.001689
This study	DSDP Site 522	27-3-050	27-3-050	1270	27-3-050	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.29	Not Specified	Sediment Layer	0.000001	0.001622
This study	DSDP Site 522	27-3-053	27-3-053	1271	27-3-053	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.32	Not Specified	Sediment Layer	0.000001	0.00141
This study	DSDP Site 522	27-3-056	27-3-056	1272	27-3-056	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.35	Not Specified	Sediment Layer	0.000001	0.001482
This study	DSDP Site 522	27-3-059	27-3-059	1273	27-3-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.39	Not Specified	Sediment Layer	0.000001	0.001256
This study	DSDP Site 522	27-3-062	27-3-062	1274	27-3-062	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.42	Not Specified	Sediment Layer	0.000001	0.001316
This study	DSDP Site 522	27-3-065	27-3-065	1275	27-3-065	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.45	Not Specified	Sediment Layer	0.000001	0.001413
This study	DSDP Site 522	27-3-068	27-3-068	1276	27-3-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.48	Not Specified	Sediment Layer	0.000001	0.001334
This study	DSDP Site 522	27-3-072	27-3-072	1277	27-3-072	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.52	Not Specified	Sediment Layer	0.000001	0.00123
This study	DSDP Site 522	27-3-075	27-3-075	1278	27-3-075	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.55	Not Specified	Sediment Layer	0.000001	0.001325
This study	DSDP Site 522	27-3-081	27-3-081	1280	27-3-081	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.61	Not Specified	Sediment Layer	0.000001	0.001501
This study	DSDP Site 522	27-3-084	27-3-084	1281	27-3-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.64	Not Specified	Sediment Layer	0.000001	0.001257
This study	DSDP Site 522	27-3-087	27-3-087	1282	27-3-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.67	Not Specified	Sediment Layer	0.000001	0.00139
This study	DSDP Site 522	27-3-090	27-3-090	1283	27-3-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.7	Not Specified	Sediment Layer	0.000001	0.00142
This study	DSDP Site 522	27-3-094	27-3-094	1284	27-3-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.74	Not Specified	Sediment Layer	0.000001	0.00145
This study	DSDP Site 522	27-3-097	27-3-097	1285	27-3-097	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.77	Not Specified	Sediment Layer	0.000001	0.001466
This study	DSDP Site 522	27-3-100	27-3-100	1286	27-3-100	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.8	Not Specified	Sediment Layer	0.000001	0.001291
This study	DSDP Site 522	27-3-103	27-3-103	1287	27-3-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.83	Not Specified	Sediment Layer	0.000001	0.001299
This study	DSDP Site 522	27-3-106	27-3-106	1288	27-3-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.86	Not Specified	Sediment Layer	0.000001	0.001296
This study	DSDP Site 522	27-3-109	27-3-109	1289	27-3-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.89	Not Specified	Sediment Layer	0.000001	0.00141
This study	DSDP Site 522	27-3-112	27-3-112	1291	27-3-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	103.92	Not Specified	Sediment Layer	0.000001	0.00113
